timestamp,wallet,whale_score,category,market,slug,condition_id,market_id,side,phase,whale_entry_price,current_price,discount_pct,size,trade_value_usd,orderbook_depth_ratio,transaction_hash,cluster_trades_count,cluster_window_minutes
2025-12-22T00:09:15.750095,0x507e52ef684ca2dd91f90a9d26d149dd3288beae,0.8546792944041304,us-current-affairs,Jaguars vs. Broncos,nfl-jax-den-2025-12-21,0x1297411bd6fc4c348beb7c40bb539c9c0ead7e52e2dd590dacc4c32cfd518697,0x1297411bd6fc4c348beb7c40bb539c9c0ead7e52e2dd590dacc4c32cfd518697,BUY,,0.62,0.615,-0.008130081300813016,1115,691.3,5.0,0x105a5f182469ddcd0c5b95cd5504c91524877861a475e4c4271770083901db67,1,0
2025-12-22T00:13:16.323015,0x507e52ef684ca2dd91f90a9d26d149dd3288beae,0.8546792944041304,us-current-affairs,Heat vs. Knicks,nba-mia-nyk-2025-12-21,0x33ced39eec0e202f1ac24aed113b53f0857e8285334f06245c5871a90785f0f3,0x33ced39eec0e202f1ac24aed113b53f0857e8285334f06245c5871a90785f0f3,BUY,,0.29,0.32,0.09375000000000008,2248,651.92,5.0,0x1d436b61a631fe2200091fe4a273380e1f5622af26b728dd9445e0397bcfa5bb,1,0
2025-12-22T00:15:17.787614,0x507e52ef684ca2dd91f90a9d26d149dd3288beae,0.8546792944041304,us-current-affairs,Raptors vs. Nets,nba-tor-bkn-2025-12-21,0x92f7b97220f6ba349492478a20bf366da516fd80504dcb632a668748d9c11047,0x92f7b97220f6ba349492478a20bf366da516fd80504dcb632a668748d9c11047,BUY,,0.41,0.41,0.0,2062,845.42,5.0,0x35a708ef4b3ae4f6c77f4b62ba623309be9eac776fa9933b1b4272970231ff13,1,0
2025-12-22T00:19:13.573714,0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,0.9564217172915022,us-current-affairs,Jaguars vs. Broncos: O/U 47.5,nfl-jax-den-2025-12-21-total-47pt5,0x0989edac6200c2d9ab09502ceeaba600c58e5e36f819af347d68cc22051bb08a,0x0989edac6200c2d9ab09502ceeaba600c58e5e36f819af347d68cc22051bb08a,BUY,,0.99,0.995,0.005025125628140708,195,193.05,5.0,0x6f854b686d53a68f6077b4e8f6f346f72590b42ea4df4ac4c3ac422b112af339,1,0
2025-12-22T00:19:14.502406,0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,0.9564217172915022,us-current-affairs,Jaguars vs. Broncos: O/U 46.5,nfl-jax-den-2025-12-21-total-46pt5,0xb24b7cbb332d1db8874428779b29ce7d6c6f1117d61217a92afba1de5ce928f1,0xb24b7cbb332d1db8874428779b29ce7d6c6f1117d61217a92afba1de5ce928f1,BUY,,0.99,0.995,0.005025125628140708,388.96,385.07039999999995,5.0,0x7c6345e1a04d8ac997353685eab5da1ae26243d3f2e4f0746c8c23dfd04467d7,1,0
2025-12-22T00:19:16.100066,0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,0.9564217172915022,us-current-affairs,Jaguars vs. Broncos: O/U 44.5,nfl-jax-den-2025-12-21-total-44pt5,0xe73edf97b5798a3853b4607df627f929a0bc5df07543dc4e83fa5b7ae32b3608,0xe73edf97b5798a3853b4607df627f929a0bc5df07543dc4e83fa5b7ae32b3608,BUY,,0.99,0.995,0.005025125628140708,195,193.05,5.0,0xd778530de9fcbc3a025e899d89e612036c73f6696c26ed3c83882e137418cd17,1,0
2025-12-22T00:27:17.161856,0x507e52ef684ca2dd91f90a9d26d149dd3288beae,0.8546792944041304,us-current-affairs,Raiders vs. Texans,nfl-lv-hou-2025-12-21,0x0e4ccd69c581deb1aad6f587083a4800d458d6a12f3d202418a53e0c40b18c5a,0x0e4ccd69c581deb1aad6f587083a4800d458d6a12f3d202418a53e0c40b18c5a,SELL,,0.31,0.235,0.24193548387096778,848.04,262.8924,5.0,0x04d1018b8d01c62f7bc69fa6000d078d879f499d25dfb42758b82de65f3ea7a1,1,0
2025-12-22T00:27:17.333705,0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,0.9564217172915022,us-current-affairs,Will Trump release the Epstein files by December 19?,will-trump-release-the-epstein-files-by-december-19-771,0xac9c6628a5398bb2a06f566854270a9fbc7f2badec4329d3b5fdc1407291c35b,0xac9c6628a5398bb2a06f566854270a9fbc7f2badec4329d3b5fdc1407291c35b,BUY,,0.997,0.9975,0.0005012531328321362,4851.71,4837.15487,5.0,0x7814d81c05b4f1e3bae961b4ad1466ece4145d89765f2ac813b48e29f0287035,1,0
2025-12-22T00:27:18.184727,0x507e52ef684ca2dd91f90a9d26d149dd3288beae,0.8546792944041304,us-current-affairs,Raiders vs. Texans,nfl-lv-hou-2025-12-21,0x0e4ccd69c581deb1aad6f587083a4800d458d6a12f3d202418a53e0c40b18c5a,0x0e4ccd69c581deb1aad6f587083a4800d458d6a12f3d202418a53e0c40b18c5a,BUY,,0.68,0.765,0.11111111111111106,269.87,183.51160000000002,5.0,0x2c87a8411f85164e00ab16f13b7ce80c1d4c5b3c673823d8d9f86623ba7d8d77,1,0
2025-12-22T00:35:13.344565,0x507e52ef684ca2dd91f90a9d26d149dd3288beae,0.8546792944041304,us-current-affairs,Heat vs. Knicks,nba-mia-nyk-2025-12-21,0x33ced39eec0e202f1ac24aed113b53f0857e8285334f06245c5871a90785f0f3,0x33ced39eec0e202f1ac24aed113b53f0857e8285334f06245c5871a90785f0f3,BUY,,0.58,0.585,0.008547008547008555,1978,1147.24,5.0,0x2caecc2b8d9a2c8090005514eb2d85d3e7e104309c0a1253acc0475d002d53e8,1,0
