timestamp,wallet,whale_score,category,market,slug,condition_id,market_id,side,phase,whale_entry_price,current_price,discount_pct,size,trade_value_usd,orderbook_depth_ratio,transaction_hash,cluster_trades_count,cluster_window_minutes
2025-12-21T17:48:15.678606,0x507e52ef684ca2dd91f90a9d26d149dd3288beae,0.8542722590366587,us-current-affairs,Vikings vs. Giants: O/U 41.5,nfl-min-nyg-2025-12-21-total-41pt5,0x85b50205a57b53820292e1b57601c28433415f4c21e3efc5c8c9691ab75489c9,0x85b50205a57b53820292e1b57601c28433415f4c21e3efc5c8c9691ab75489c9,BUY,,0.5,0.515,0.029126213592233035,852,426.0,5.0,0x08f490dfd4b59eb56b39ad5ea97c4adc10571ab93ebe3c28a6e03a87ff5f9a68,1,0
2025-12-21T17:48:21.329606,0x507e52ef684ca2dd91f90a9d26d149dd3288beae,0.8542722590366587,us-current-affairs,Dota 2: Team Yandex vs Team Spirit (BO5),dota2-ty-ts8-2025-12-21,0x8ba6615122f64e3c3faf9221a5e9c7adbb7ab56d3c91be3cae7ddb3457a21bd9,0x8ba6615122f64e3c3faf9221a5e9c7adbb7ab56d3c91be3cae7ddb3457a21bd9,BUY,,0.29,0.305,0.04918032786885251,562,162.98,5.0,0xe060672ec7dbe1e3a4a865445077491b8e640ee529b02ad2fdaa11013c81f4c0,1,0
2025-12-21T17:48:29.661641,0x507e52ef684ca2dd91f90a9d26d149dd3288beae,0.8542722590366587,us-current-affairs,Will CD Nacional win on 2025-12-21?,por-avs-nac-2025-12-21-nac,0xd46a4a4c4173dd552e878e63fc4d3f52bd3cf30a0908a4817e22acec1d62b8a3,0xd46a4a4c4173dd552e878e63fc4d3f52bd3cf30a0908a4817e22acec1d62b8a3,BUY,,0.9,0.915,0.016393442622950834,168,151.20000000000002,5.0,0xc34e44c138bb2c623c4ea27d35a33a4ecd5bb2438f06d6ac2c1107bb6d042ef4,1,0
2025-12-21T17:50:11.511079,0x507e52ef684ca2dd91f90a9d26d149dd3288beae,0.8542722590366587,us-current-affairs,Dota 2: Team Yandex vs Team Spirit - Game 2 Winner,dota2-ty-ts8-2025-12-21-game2,0xe6e7ef487eeaa0bbc29b573fb29c0e917233c82c66b906d4e557d95f23c591a6,0xe6e7ef487eeaa0bbc29b573fb29c0e917233c82c66b906d4e557d95f23c591a6,SELL,,0.83,0.82,0.012048192771084348,919.97,763.5751,5.0,0xa0c570aabfa35ed1d5e474ee0b55f61023b1cb3522300aeb2683b113942ff66d,1,0
2025-12-21T18:10:15.742332,0x507e52ef684ca2dd91f90a9d26d149dd3288beae,0.8542722590366587,us-current-affairs,Will CD Tondela win on 2025-12-21?,por-ton-cas-2025-12-21-ton,0x02587444469030622c97ac903d3549ab1eaf0e0ad134b758d5ef7501ce6fe8d6,0x02587444469030622c97ac903d3549ab1eaf0e0ad134b758d5ef7501ce6fe8d6,BUY,,0.56,0.565,0.008849557522123706,757.78,424.3568,5.0,0x52b3c084b3668e892ba24e433ac902606cb1f3b62d27656acedc5bed50bfdb7a,1,0
2025-12-21T18:16:10.413511,0x507e52ef684ca2dd91f90a9d26d149dd3288beae,0.8542722590366587,us-current-affairs,Will Granada CF win on 2025-12-21?,es2-gra-alb-2025-12-21-gra,0xac4b8128842e57f21eed88fe3fbda246886d1d7d9c8fe365119ef35db601e75b,0xac4b8128842e57f21eed88fe3fbda246886d1d7d9c8fe365119ef35db601e75b,SELL,,0.49,0.48,0.02040816326530614,1579.61,774.0088999999999,5.0,0x2d7951c51cd74a8c3c90855e8c1fe6e1b48f87a1a2abd50c4d14420e9484162b,1,0
2025-12-21T18:18:27.987508,0x507e52ef684ca2dd91f90a9d26d149dd3288beae,0.8200932961127678,us-current-affairs,Will Granada CF win on 2025-12-21?,es2-gra-alb-2025-12-21-gra,0xac4b8128842e57f21eed88fe3fbda246886d1d7d9c8fe365119ef35db601e75b,0xac4b8128842e57f21eed88fe3fbda246886d1d7d9c8fe365119ef35db601e75b,SELL,,0.49,0.48,0.02040816326530614,1579.61,774.0088999999999,5.0,0x2d7951c51cd74a8c3c90855e8c1fe6e1b48f87a1a2abd50c4d14420e9484162b,1,0
2025-12-21T18:38:16.343603,0x507e52ef684ca2dd91f90a9d26d149dd3288beae,0.8199070881653598,us-current-affairs,Dota 2: Team Yandex vs Team Spirit - Game 3 Winner,dota2-ty-ts8-2025-12-21-game3,0x469865b53458d6d183abe8d6505ff068b41fc050d4bd655f2afdaa58e31227db,0x469865b53458d6d183abe8d6505ff068b41fc050d4bd655f2afdaa58e31227db,BUY,,0.47,0.51,0.07843137254901968,416,195.51999999999998,5.0,0xe56dcdbee121c511fab41a3fe29e79c39fa3ae9cf3cae8b407116ab47783b2d5,1,0
2025-12-21T18:46:57.372507,0x507e52ef684ca2dd91f90a9d26d149dd3288beae,0.8151369678454978,us-current-affairs,Dota 2: Team Yandex vs Team Spirit - Game 3 Winner,dota2-ty-ts8-2025-12-21-game3,0x469865b53458d6d183abe8d6505ff068b41fc050d4bd655f2afdaa58e31227db,0x469865b53458d6d183abe8d6505ff068b41fc050d4bd655f2afdaa58e31227db,BUY,,0.47,0.53,0.11320754716981142,502.5,236.17499999999998,5.0,0xcf99d13f2e4273f03adf2233bdc2feea159079353a53e3c318a9331846694566,1,0
2025-12-21T18:47:36.788424,0x507e52ef684ca2dd91f90a9d26d149dd3288beae,0.8151369678454978,us-current-affairs,Vanderbilt Commodores vs. Wake Forest Demon Deacons,cbb-vand-wake-2025-12-21,0x9cfa0dd4f39006fe150aec22787bb629dc15f1e285bef3469e05ca7f32ae42f1,0x9cfa0dd4f39006fe150aec22787bb629dc15f1e285bef3469e05ca7f32ae42f1,BUY,,0.69,0.685,-0.007299270072992544,1093,754.17,5.0,0x252840c37f879700d2d98120ecd2642d30d887ce9fbe3600ef1fd30ab4988b53,1,0
